address,pid,linc_number,roll_number,tax_year,assessment_value,description,legal_description,land_use_district_code,land_use_description,subdivision,street_number,route,locality,administrative_area_level_1,administrative_area_level_2,country,postal_code,latitude,longitude
158 GILMORE WAY,2689768,35608314,14621,2016,"$332,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 1 Block: 7 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
158 HARVEST RIDGE DR,2677426,35382878,14270,2016,"$428,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 110 Block: 8 Plan: 122 3799,,,Spruce Grove,158,Harvest Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E9,53.5617381,-113.948547
158 HEMINGWAY CRES,2759464,36815976,16696,2016,"$128,500.00 ",VACANT RESIDENTIAL LAND,Lot: 114 Block: 14 Plan: 152 3898,,,Spruce Grove,,,,,,,,,
158 LAKELAND DR,1378262,27938380,6666,2016,"$339,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 1 Block: 18 Plan: 992 3045,,,Spruce Grove,158,Lakeland Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A5,53.546342,-113.878925
158 LAKEWOOD DR,1055507,29413440,5373,2016,"$382,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 22 Block: 17 Plan: 022 4539,,,Spruce Grove,158,Lakewood Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A5,53.5462958,-113.8779975
158 MCLAUGHLIN DR,2628442,35034347,13995,2016,"$408,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 39 Block: 16 Plan: 112 5607,,,Spruce Grove,158,McLaughlin Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A6,53.5476667,-113.9317733
159 87 BROOKWOOD DR,1054699,14110191,2514,2016,"$201,000.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 59 Plan: 772 2320,,,Spruce Grove,87,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5515986,-113.895651
159 BROOKWOOD DR,1378951,16607004,1195,2016,"$324,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 36 Block: 11 Plan: 5805RS,,,Spruce Grove,159,Brookwood Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1C4,53.5513914,-113.8894306
159 GILMORE WAY,2689767,35607878,14572,2016,"$340,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 61 Block: 5 Plan: 132 1019,,,Spruce Grove,,Gilmore Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.5598603,-113.8621123
159 HENDERSON LINK,2699397,35747328,14853,2016,"$138,200.00 ",VACANT RESIDENTIAL LAND,Lot: 68 Block: 7 Plan: 132 3212,,,Spruce Grove,159,Henderson Link,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C7,53.5593272,-113.9469997
15B ALBERTA AVE,1377537,23015176,4759,2016,"$683,100.00 ",COMMERCIAL,Lot: 1E Block: 3 Plan: 922 2095,,,Spruce Grove,15,Alberta Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5360773,-113.9193569
16 100 WESTRIDGE CRES,1054701,11626793,3864,2016,"$207,000.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 25 Plan: 822 0909,,,Spruce Grove,100,Westridge Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1R4,53.5436974,-113.9240407
16 2A FIELDSTONE DR,1380038,26485236,4480,2016,"$359,000.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 16 Plan: 912 1629,,,Spruce Grove,2,Fieldstone Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2Z3,53.559349,-113.907261
16 3 GROVE MEADOW DR,1951502,30193057,7490,2016,"$265,800.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 16 Plan: 032 5639,,,Spruce Grove,3,Grove Meadow Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4L9,53.550032,-113.88363
16 3 SPRUCE RIDGE DR,2025904,30951529,8012,2016,"$291,600.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 8 Plan: 052 1134,,,Spruce Grove,3,Spruce Ridge Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N3,53.5540489,-113.9375419
16 308 WESTGROVE DR,2286055,33018243,11290,2016,"$296,200.00 ",COMMERCIAL,Unit: 4 Plan: 082 0854,,,Spruce Grove,308,Westgrove Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4P9,53.5395687,-113.9262907
16 320 SPRUCE RIDGE RD,2581515,34737403,13381,2016,"$234,300.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 30 Plan: 092 1385,,,Spruce Grove,320,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0H5,53.556778,-113.935783
16 324 HEATHERGLEN DR,166970,29167137,5273,2016,"$289,500.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 16 Plan: 022 0107,,,Spruce Grove,324,Heatherglen Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3H8,53.5580519,-113.9290459
16 340 SPRUCE RIDGE RD,2585150,34777102,13453,2016,"$370,300.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 16 Plan: 102 3336,,,Spruce Grove,340,Spruce Ridge Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R1,53.5563316,-113.9360321
16 481 DIAMOND AVE,2725296,36188712,15859,2016,"$165,800.00 ",COMMERCIAL,Unit: 16 Plan: 142 2783,,,Spruce Grove,16,Diamond Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5351679,-113.9338746
16 94 LONGVIEW DR,2754634,36709277,16572,2016,"$318,300.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 2 Plan: 152 2920,,,Spruce Grove,16,Longview Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4H7,53.565686,-113.89964
16 ARALIA COVE,2713220,35978444,15499,2016,"$351,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 122 Block: 26 Plan: 132 5393,,,Spruce Grove,,,,,,,,,
16 ARLINGTON ST,1377368,20025467,594,2016,"$345,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 42 Block: 11 Plan: 2127RS,,,Spruce Grove,16,Arlington Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2E7,53.5445748,-113.8917292
16 ASPENGLEN CRES,1377148,18767541,4532,2016,"$338,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 51 Block: 15 Plan: 912 1898,,,Spruce Grove,16,Aspenglen Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3J4,53.5603585,-113.9145186
16 ASPENGLEN DR,1377544,23183098,4766,2016,"$341,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 81 Block: 15 Plan: 922 2288,,,Spruce Grove,16,Aspenglen Drive,Spruce Grove,Alberta,Division No. 11,Canada,,53.5607348,-113.9161729
16 AUSTIN CRT,2618974,34962373,13911,2016,"$309,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 92 Block: 26 Plan: 112 4845,,,Spruce Grove,16,Austin Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R5,53.5672528,-113.9111415
16 AUTUMNWOOD CRES,2764200,36947000,16928,2016,"$129,100.00 ",VACANT RESIDENTIAL LAND,Lot: 76 Block: 24 Plan: 152 5099,,,Spruce Grove,,,,,,,,,
16 AVERY COVE,2764856,36970854,17033,2016,"$143,900.00 ",VACANT RESIDENTIAL LAND,Lot: 8 Block: 27 Plan: 152 5309,,,Spruce Grove,,Spruce Tree Campground Loop,Avery,Idaho,Shoshone County,United States,83802,47.045847,-115.346173
16 BALMORAL DR,1378948,16578065,1160,2016,"$311,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 1 Block: 11 Plan: 5805RS,,,Spruce Grove,16,Balmoral Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1C5,53.5530788,-113.8908496
16 BEECHMONT CRES,1378959,10613479,1226,2016,"$341,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 18 Block: 12 Plan: 5805RS,,,Spruce Grove,16,Beechmont Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1E8,53.552267,-113.888785
16 BELLEVILLE AVE,1379100,11395473,1375,2016,"$330,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 15 Block: 1 Plan: 499TR,,,Spruce Grove,16,Belleville Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1J6,53.5487203,-113.8923319
16 BELMONT CRES,1377362,19949255,356,2016,"$338,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 13 Plan: 165RS,,,Spruce Grove,16,Belmont Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2G9,53.5428877,-113.8891199
16 BRAMPTON ST,1375829,10344258,1249,2016,"$307,700.00 ",SINGLE FAMILY RESIDENTIAL,,,,Spruce Grove,16,Brampton Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1G1,53.55197,-113.886084
16 BROOKSIDE AVE,1378875,15315840,976,2016,"$319,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 9 Plan: 5340RS,,,Spruce Grove,16,Brookside Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1B6,53.5549221,-113.893296
16 BROOKSIDE CRES,1376884,15640329,930,2016,"$340,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 12 Block: 7 Plan: 5340RS,,,Spruce Grove,16,Brookside Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1B7,53.553678,-113.896043
16 BURLINGTON PL,1376948,16578933,1299,2016,"$341,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 15 Block: 15 Plan: 5805RS,,,Spruce Grove,16,Burlington Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1E2,53.553913,-113.889977
16 COLLINGWOOD AVE,1379172,20443842,438,2016,"$314,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 17 Block: 6 Plan: 1549RS,,,Spruce Grove,16,Collingwood Avenue,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2A8,53.5478612,-113.8909145
16 CREEKSIDE WAY,1378088,27176189,6468,2016,"$420,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 40 Block: 18 Plan: 972 3179,,,Spruce Grove,16,Creekside Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3Y7,53.5607169,-113.9180822
16 DANFIELD CRT,2045023,31124183,8109,2016,"$579,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 34 Block: 3 Plan: 052 3295,,,Spruce Grove,16,Danfield Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4N7,53.5635968,-113.9229157
16 DANFIELD PL,2045036,31124514,8138,2016,"$510,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 11 Plan: 052 3295,,,Spruce Grove,16,Danfield Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A3,53.5628746,-113.9259417
16 DAWSON CRT,2238763,32716706,9956,2016,"$660,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 47 Block: 3 Plan: 072 8410,,,Spruce Grove,16,Dawson Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E5,53.56442,-113.922628
16 DEER PARK BLVD,1104380,29666617,5614,2016,"$430,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 48 Block: 8 Plan: 022 7446,,,Spruce Grove,16,Deer Park Boulevard,Spruce Grove,Alberta,,Canada,T7X 4M2,53.5610578,-113.9329574
16 DEER PARK RD,1377691,24734428,4928,2016,"$319,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 3 Plan: 932 0805,,,Spruce Grove,16,Deer Park Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3K4,53.560997,-113.922408
16 DILLWORTH CRES,2238802,32717092,9977,2016,"$613,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 12 Plan: 072 8410,,,Spruce Grove,,Spruce Lane,Moorhead,Minnesota,Clay County,United States,56560,46.8695404,-96.7381083
16 DORCHESTER RD,1379233,15482558,681,2016,"$313,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 9 Plan: 2529RS,,,Spruce Grove,16,Dorchester Road,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2B2,53.546957,-113.889484
16 ECCLES CRES,1379365,20023959,515,2016,"$368,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 33 Block: 2 Plan: 2127RS,,,Spruce Grove,16,Eccles Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3B7,53.544529,-113.895559
16 GREENWOOD CL,1380763,12633723,3033,2016,"$308,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 48 Block: 1 Plan: 792 1841,,,Spruce Grove,16,Greenwood Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1W9,53.552333,-113.884261
16 GREENWOOD CRES,1380948,12682795,3240,2016,"$338,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 57 Block: 5 Plan: 792 1841,,,Spruce Grove,16,Greenwood Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1Y5,53.554495,-113.878299
16 GREENWOOD PL,1376266,12512217,3261,2016,"$327,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 2 Plan: 792 2816,,,Spruce Grove,16,Greenwood Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1W9,53.552333,-113.884261
1 65 SOUTH AVE,2201194,10017226,3311,2016,"$260,800.00 ",INDUSTRIAL,Unit: 1 Plan: 802 1569,,,Spruce Grove,65,South Avenue,Spruce Grove,Alberta,Division No. 11,Canada,,53.5389387,-113.9053558
1 85 SPRUCE VILLAGE DR WEST,2583455,34770826,13390,2016,"$298,600.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 1 Plan: 112 2247,,,Spruce Grove,85,Spruce Village Drive West,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0L2,53.5617949,-113.881283
1 9 DEER PARK DR,1380529,28802064,7171,2016,"$397,400.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 1 Plan: 012 1324,,,Spruce Grove,9,Deer Park Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4H8,53.561846,-113.929312
1 94 LONGVIEW DR,2757607,36787555,16756,2016,"$364,300.00 ",CONDOMINIUM FAMILY RESIDENT'L,Unit: 17 Plan: 152 2920,,,Spruce Grove,1,Longview Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4L7,53.5658151,-113.9015839
1 ARLINGTON PL,1379129,18139725,500,2016,"$336,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 28 Block: 10 Plan: 1549RS,,,Spruce Grove,1,Arlington Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2E6,53.545554,-113.891443
1 ARLINGTON ST,1379242,11327111,325,2016,"$333,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 12 Block: 11 Plan: 165RS,,,Spruce Grove,1,Arlington Street,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2E7,53.543975,-113.890955
1 ASHBY GARDENS,2467081,34086264,12359,2016,"$304,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 36 Block: 24 Plan: 094 0249,,,Spruce Grove,1,Ashby Gardens,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0K1,53.566285,-113.911572
10 GREENBURY CRES,2602296,34880476,13650,2016,"$383,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 2 Block: 2 Plan: 112 3786,,,Spruce Grove,10,Greenbury Close,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0L7,53.556743,-113.863854
10 GREENWOOD BAY,1381030,11827334,3522,2016,"$339,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 37A Block: 2 Plan: 812 2021,,,Spruce Grove,10,Greenwood Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1X3,53.555307,-113.884824
10 GREENWOOD CRES,1380945,12682761,3237,2016,"$324,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 54 Block: 5 Plan: 792 1841,,,Spruce Grove,10,Greenwood Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1Y5,53.554093,-113.877658
10 GREENWOOD PL,1376263,12512183,3258,2016,"$275,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 2 Plan: 792 2816,,,Spruce Grove,10,Greenwood Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1W8,53.5525019,-113.883721
10 GREYSTONE BAY,1380775,12685385,3054,2016,"$375,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 69 Block: 1 Plan: 792 1841,,,Spruce Grove,10,Greystone Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2A5,53.554361,-113.880648
10 GREYSTONE CL,1380764,12683298,3072,2016,"$345,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 87 Block: 1 Plan: 792 1841,,,Spruce Grove,10,Greystone Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1W5,53.551124,-113.882604
10 GREYSTONE CRES,2070592,31360936,8484,2016,"$435,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 7 Plan: 052 5698,,,Spruce Grove,10,Greystone Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.555991,-113.877546
10 GREYSTONE DR,1380841,12683348,3079,2016,"$319,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 3 Block: 2 Plan: 792 1841,,,Spruce Grove,10,Greystone Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1W5,53.551124,-113.882604
16 GREYSTONE BAY,1380773,12685369,3051,2016,"$367,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 66 Block: 1 Plan: 792 1841,,,Spruce Grove,16,Greystone Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2A4,53.554462,-113.879779
16 GREYSTONE CRES,2070589,31360977,8487,2016,"$376,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 7 Plan: 052 5698,,,Spruce Grove,16,Greystone Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A7,53.555812,-113.8769839
16 GROAT PL,1380922,12700696,3159,2016,"$350,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 2 Block: 4 Plan: 792 1841,,,Spruce Grove,16,Groat Place,Spruce Grove,Alberta,Division No. 11,Canada,T7X 1Z5,53.552986,-113.875104
16 GUENETTE CRES,1380656,16985898,4376,2016,"$381,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 90 Block: 3 Plan: 912 0438,,,Spruce Grove,16,Guenette Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3G8,53.5510367,-113.8781258
16 HAMILTON CRT,2534512,34485658,13098,2016,"$329,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 48 Block: 8 Plan: 102 5281,,,Spruce Grove,16,Hamilton Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0K4,53.562252,-113.947712
16 HAMMETT GATE,2726160,36208189,15889,2016,"$85,300.00 ",VACANT RESIDENTIAL LAND,Lot: 23 Block: 10 Plan: 142 3012,,,Spruce Grove,16,Hammett Gate,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B1,53.5582794,-113.8905592
16 HARRINGTON BAY,2180539,32199366,9642,2016,"$518,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 49 Block: 3 Plan: 072 0425,,,Spruce Grove,16,Harrington Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G7,53.554764,-113.931736
16 HARRISON GATE,2759410,36816064,16705,2016,"$114,300.00 ",VACANT RESIDENTIAL LAND,Lot: 28 Block: 15 Plan: 152 3898,,,Spruce Grove,16,Spruce Hill Lane,Harrison,Maine,Cumberland County,United States,4040,44.0795127,-70.653783
16 HARTWICK GATE,2158525,31998404,9474,2016,"$412,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 17 Block: 6 Plan: 062 6656,,,Spruce Grove,16,Hartwick Gate,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.5586659,-113.9464504
16 HARTWICK MEWS,2223114,32574958,9807,2016,"$343,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 132 Block: 3 Plan: 072 6949,,,Spruce Grove,16,Hartwick Mews,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A5,53.5582629,-113.944546
16 HAVENWOOD CRT,2180522,32199192,9625,2016,"$491,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 32 Block: 3 Plan: 072 0425,,,Spruce Grove,16,Havenwood Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0G7,53.5547449,-113.930275
16 HAZELWOOD LANE,2699656,35748763,14979,2016,"$93,400.00 ",VACANT RESIDENTIAL LAND,Lot: 38 Block: 10 Plan: 132 3221,,,Spruce Grove,,Hazelwood Lane,Spruce Grove,Alberta,Division No. 11,Canada,,53.5610799,-113.8877028
16 HEATHERGLEN CL,1378500,29052172,5125,2016,"$304,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 27 Block: 7 Plan: 012 4949,,,Spruce Grove,,,,,,,,,
16 HEATHERGLEN CRES,1378010,26917898,6391,2016,"$321,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 11 Block: 5 Plan: 962 4365,,,Spruce Grove,16,Heatherglen Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3X4,53.5570709,-113.9280955
16 HEATHERGLEN DR,2595166,34845116,13518,2016,"$1,321,700.00 ",EXEMPT MUNICIPAL RESERVE/UTIL,Lot: 20PUL Block: 9 Plan: 112 3230,,,Spruce Grove,16,Heatherglen Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 3X4,53.5577116,-113.9283819
16 HEATHERLANDS WAY,1381370,29506905,5531,2016,"$327,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 30 Block: 3 Plan: 022 5524,,,Spruce Grove,16,Heatherlands Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4L3,53.5572271,-113.9321948
16 HENDERSON BAY,2158563,31997852,9402,2016,"$523,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 30 Block: 5 Plan: 062 6656,,,Spruce Grove,16,Henderson Bay,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C5,53.5611279,-113.943879
16 HENDERSON CRT,2158596,31998180,9437,2016,"$523,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 64 Block: 5 Plan: 062 6656,,,Spruce Grove,16,Henderson Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0C6,53.560451,-113.946224
16 HERON LINK,2245796,32780140,11036,2016,"$515,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 164 Block: 1 Plan: 072 9049,,,Spruce Grove,,,,,,,,,
16 HERON POINT,2245819,32781023,11013,2016,"$711,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 141 Block: 1 Plan: 072 9049,,,Spruce Grove,16,Heron Point,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E8,53.5615758,-113.9412567
16 HEWITT CIRCLE,2534581,34486290,13062,2016,"$448,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 106 Block: 5 Plan: 102 5281,,,Spruce Grove,16,Hewitt Circle,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0K5,53.56112,-113.947151
16 HIGHLANDS WAY,2072781,31374804,8611,2016,"$409,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 3 Plan: 052 5834,,,Spruce Grove,16,Highlands Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A6,53.5548293,-113.9332247
16 HILLCREST CRT,1378364,28244515,7052,2016,"$310,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 16 Block: 5 Plan: 992 6676,,,Spruce Grove,16,Hillcrest Court,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4A8,53.5583931,-113.8945376
16 HILLDOWNS DR,2031801,31015069,8040,2016,"$383,900.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 5 Block: 8 Plan: 052 1835,,,Spruce Grove,16,Hilldowns Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4P7,53.5597568,-113.8909986
16 HUNTINGTON CRES,1380486,29473204,5433,2016,"$402,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 21 Block: 2 Plan: 022 5160,,,Spruce Grove,16,Huntington Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4K6,53.560046,-113.9375365
16 KENTON WAY,2695998,35697507,14784,2016,"$347,500.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 8 Block: 2 Plan: 132 2523,,,Spruce Grove,,Kenton Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0B9,53.5641521,-113.8804901
16 LAKEWOOD COVE N,1378384,28418978,7072,2016,"$402,700.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 32 Block: 9 Plan: 002 2113,,,Spruce Grove,16,Lakewood Cove North,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4B4,53.5494263,-113.8828268
16 LAMPLIGHT DR,2014877,30851216,7924,2016,"$434,200.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 30 Block: 4 Plan: 042 6978,,,Spruce Grove,16,Lamplight Drive,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4R3,53.5457154,-113.9369259
16 LANDON CRES,2149583,31925010,9160,2016,"$377,300.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 21 Plan: 062 5740,,,Spruce Grove,16,Landon Crescent,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0E4,53.547547,-113.874038
16 LANDSDOWNE DR,1377996,26894980,6360,2016,"$300,800.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 9 Block: 15 Plan: 962 4155,,,Spruce Grove,,Spruce Lane,Lansdowne,Ontario,Leeds and Grenville United Counties,Canada,K0E 1L0,44.4913568,-76.0922183
16 LAWSON BLVD,1934582,30080360,7404,2016,"$395,000.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 6 Block: 20 Plan: 032 4516,,,Spruce Grove,16,Lawson Boulevard,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4P1,53.5453218,-113.8760757
16 LEYLAND WAY,2054291,31200389,8186,2016,"$351,100.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 118 Block: 11 Plan: 052 4246,,,Spruce Grove,16,Leyland Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 0A8,53.5442976,-113.8740637
16 LINCOLN GATE,2616948,34949032,13864,2016,"$575,600.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 104 Block: 12 Plan: 112 4687,,,Spruce Grove,,Lincoln gate,Spruce Grove,Alberta,Division No. 11,Canada,,53.5660541,-113.8902788
16 LINDEN ST N,1375878,10723070,624,2016,"$218,900.00 ",SINGLE FAMILY RESIDENTIAL,,,,Spruce Grove,16,Linden Street North,Spruce Grove,Alberta,Division No. 11,Canada,T7X 2B6,53.5457057,-113.8862675
16 LINKSIDE PL,1377800,26231100,6044,2016,"$394,400.00 ",SINGLE FAMILY RESIDENTIAL,Lot: 19 Block: 8 Plan: 942 3606,,,Spruce Grove,16,Linkside Way,Spruce Grove,Alberta,Division No. 11,Canada,T7X 4H7,53.5672233,-113.901694
